# Разрез Search Console по query, окно 2026-06-21..2026-09-18. Показов в разрезе 3803 из 19866 в итоге (19%). Разрыв — анонимизация Google: редкие запросы он не отдаёт вовсе. До 18.09.2026 здесь стояло, что это «не потеря данных, а её предел», и это было неправдой: разрез обрезал НАШ собственный лимит в 250 строк, а внутри нулевого блока строки идут по алфавиту — терялся весь словарь сайта после первых букв. Лимит снят; если доля всё ещё мала, теперь это действительно предел источника
# Снято ботом 2026-09-19. Правки руками будут стёрты следующим прогоном.
site,query,impressions,clicks,ctr,position
mileagecurve,2015 toyota sienna life expectancy,1,0,0.0,30.0
mileagecurve,2016 kia sorento issues,1,0,0.0,71.0
mileagecurve,2016 kia sorento mileage,1,0,0.0,37.0
mileagecurve,2016 kia sorento problems,1,0,0.0,71.0
mileagecurve,2016 maxima problems,1,0,0.0,58.0
mileagecurve,2016 nissan maxima issues,1,0,0.0,58.0
mileagecurve,2016 nissan maxima life expectancy,1,0,0.0,33.0
mileagecurve,2016 nissan maxima reliability,2,0,0.0,73.0
mileagecurve,2016 nissan maxima sl reliability,1,0,0.0,47.0
mileagecurve,2016 nissan maxima sv reliability,1,0,0.0,46.0
mileagecurve,2016 pilot mileage,1,0,0.0,64.0
mileagecurve,2018 chevy equinox common problems,1,0,0.0,52.0
mileagecurve,2018 chevy equinox premier problems,1,0,0.0,42.0
mileagecurve,2018 chevy equinox recalls,2,0,0.0,89.0
mileagecurve,2018 honda odyssey problems,1,0,0.0,50.0
mileagecurve,2018 nissan maxima issues,1,0,0.0,56.0
mileagecurve,2018 nissan maxima problems,2,0,0.0,51.0
mileagecurve,2019 toyota highlander life expectancy,1,0,0.0,46.0
mileagecurve,2020 kia sorento life expectancy,1,0,0.0,54.0
mileagecurve,2021 chevy tahoe reliability rating,1,0,0.0,54.0
mileagecurve,2021 kia sportage life expectancy,1,0,0.0,78.0
mileagecurve,2021 tahoe reliability,1,0,0.0,51.0
mileagecurve,2021 toyota tundra common problems,1,0,0.0,58.0
mileagecurve,2024 chevrolet equinox issues,2,0,0.0,60.5
mileagecurve,2024 chevrolet equinox problems,1,0,0.0,61.0
mileagecurve,2024 chevy equinox lt problems,1,0,0.0,88.0
mileagecurve,2024 chevy equinox problems,1,0,0.0,53.0
mileagecurve,2024 toyota 4runner problems,1,0,0.0,61.0
mileagecurve,2024 toyota 4runner recalls,1,0,0.0,61.0
mileagecurve,2024 toyota camry problems,1,0,0.0,53.0
mileagecurve,2025 chevrolet tahoe reliability,1,0,0.0,61.0
mileagecurve,2025 chevy tahoe problems,1,0,0.0,43.0
mileagecurve,2025 chevy tahoe reliability,2,0,0.0,69.5
mileagecurve,2025 honda odyssey reliability,1,0,0.0,73.0
mileagecurve,2025 kia soul reliability,3,0,0.0,69.3
mileagecurve,2025 tahoe engine problems,1,0,0.0,44.0
mileagecurve,2025 tahoe recalls,1,0,0.0,71.0
mileagecurve,2025 tahoe reliability,1,0,0.0,60.0
mileagecurve,82000-65000,1,0,0.0,8.0
mileagecurve,91 explorer,1,0,0.0,74.0
mileagecurve,96 honda civic,2,0,0.0,49.0
mileagecurve,96-00 civic,1,0,0.0,66.0
mileagecurve,acura lifespan,1,0,0.0,58.0
mileagecurve,acura longevity,1,0,0.0,65.0
mileagecurve,acura mileage life,2,0,0.0,44.5
mileagecurve,acura reliability,6,0,0.0,53.8
mileagecurve,acura reliability ranking,1,0,0.0,75.0
mileagecurve,acura reliability rating,1,0,0.0,57.0
mileagecurve,acura reliability ratings,5,0,0.0,67.2
mileagecurve,acura years to avoid,1,0,0.0,63.0
mileagecurve,acuras reliability,1,0,0.0,48.0
mileagecurve,are 2002 kia sportage reliable?,1,0,0.0,57.0
mileagecurve,are 90s nissan pathfinders reliable?,1,0,0.0,36.0
mileagecurve,are dodge vehicles reliable,3,0,0.0,61.3
mileagecurve,are dodges reliable,3,0,0.0,57.7
mileagecurve,are pontiac cars reliable,1,0,0.0,52.0
mileagecurve,are pontiac reliable,2,0,0.0,61.5
mileagecurve,are pontiacs reliable cars,1,0,0.0,58.0
mileagecurve,are there any problems with the 2018 chevy equinox?,1,0,0.0,64.0
mileagecurve,average age of cadillac owner,1,0,0.0,69.0
mileagecurve,cadillac escalade reliability by year,1,0,0.0,52.0
mileagecurve,cadillac longevity,1,0,0.0,62.0
mileagecurve,cadillac mileage life,1,0,0.0,50.0
mileagecurve,cadillac reliability,5,0,0.0,51.4
mileagecurve,cadillac reliability ratings,2,0,0.0,61.5
mileagecurve,chevrolet cobalt recalls,1,0,0.0,83.0
mileagecurve,chevy cobalt problems,1,0,0.0,50.0
mileagecurve,chevy equinox 2018 problems,1,0,0.0,54.0
mileagecurve,chevy equinox 2024 problems,1,0,0.0,61.0
mileagecurve,civic 1996,1,0,0.0,45.0
mileagecurve,civic 96,1,0,0.0,38.0
mileagecurve,do acuras last a long time,1,0,0.0,60.0
mileagecurve,dodge charger reliability by year,1,0,0.0,59.0
mileagecurve,dodge grand caravan worst years,1,0,0.0,62.0
mileagecurve,dodge reliability,14,0,0.0,49.3
mileagecurve,dodge reliability rating,1,0,0.0,83.0
mileagecurve,dodge reliable,1,0,0.0,50.0
mileagecurve,ford focus 2010 mileage,1,0,0.0,56.0
mileagecurve,honda civic 1996 2000,1,0,0.0,24.0
mileagecurve,honda civic 96 00,1,0,0.0,39.0
mileagecurve,honda crv 2007 problems,1,0,0.0,45.0
mileagecurve,honda crv 2007 recall,1,0,0.0,60.0
mileagecurve,honda fit (2009–2013),1,0,0.0,55.0
mileagecurve,honda pilot sales figures,3,0,0.0,72.3
mileagecurve,how long can a 2003 honda pilot last?,2,0,0.0,36.5
mileagecurve,how long can a 2010 pontiac g6 last?,1,0,0.0,31.0
mileagecurve,how long do acura last,1,0,0.0,63.0
mileagecurve,how long do acuras last,2,0,0.0,61.0
mileagecurve,how long do toyota siennas last,10,0,0.0,25.6
mileagecurve,how long does a 2007 chrysler town and country last?,6,0,0.0,27.7
mileagecurve,how long does a acura last,1,0,0.0,56.0
mileagecurve,how long does acura last,1,0,0.0,57.0
mileagecurve,how long does an acura last,1,0,0.0,63.0
mileagecurve,how long should a 2011 kia sorento last?,1,0,0.0,34.0
mileagecurve,how long should a 2018 kia sorento last?,1,0,0.0,41.0
mileagecurve,how long toyota sienna last,1,0,0.0,23.0
mileagecurve,how long will a 2008 chrysler pacifica last?,4,0,0.0,31.8
mileagecurve,how long will a 2010 4runner last?,1,0,0.0,37.0
mileagecurve,how long will toyota sienna last,2,0,0.0,26.0
mileagecurve,how many miles can a 1997 nissan last?,2,0,0.0,64.0
mileagecurve,how many miles can a 2005 chrysler pacifica last?,1,0,0.0,64.0
mileagecurve,how many miles can a 2006 chevy cobalt last?,1,0,0.0,25.0
mileagecurve,how many miles can a 2010 hyundai tucson last?,3,0,0.0,35.0
mileagecurve,how many miles can a 2012 honda cr-v last?,1,0,0.0,33.0
mileagecurve,how many miles can a 2013 ford taurus last?,1,0,0.0,34.0
mileagecurve,how many miles can a 2018 equinox last?,1,0,0.0,43.0
mileagecurve,how many miles can a pontiac g6 last,1,0,0.0,8.0
mileagecurve,how many miles can a pontiac g6 last?,2,0,0.0,35.5
mileagecurve,how many miles can a sienna last,1,0,0.0,23.0
mileagecurve,how many miles can a toyota sienna last,11,0,0.0,22.2
mileagecurve,how many miles can an infiniti i35 last?,4,0,0.0,42.2
mileagecurve,how many miles can kia soul last,1,0,0.0,20.0
mileagecurve,how many miles do acuras last,1,0,0.0,46.0
mileagecurve,how many miles do cadillacs last,2,0,0.0,56.5
mileagecurve,how many miles do nissan last,1,0,0.0,54.0
mileagecurve,how many miles does a 2003 bmw 3 series last?,1,0,0.0,33.0
mileagecurve,how many miles does a 2004 ford expedition last?,1,0,0.0,45.0
mileagecurve,how many miles does a 2006 ford expedition last?,1,0,0.0,41.0
mileagecurve,how many miles does a 2006 ford explorer last?,1,0,0.0,46.0
mileagecurve,how many miles does a 2006 mitsubishi outlander last?,1,0,0.0,54.0
mileagecurve,how many miles does a 2006 pontiac torrent last?,3,0,0.0,54.0
mileagecurve,how many miles does a 2012 ford taurus last?,1,0,0.0,38.0
mileagecurve,how many miles does a 2015 ford taurus last?,1,0,0.0,33.0
mileagecurve,how many miles does a 2015 hyundai tucson last?,2,0,0.0,53.0
mileagecurve,how many miles does a 2016 ford taurus last?,2,0,0.0,43.5
mileagecurve,how many miles does a dodge charger last,2,0,0.0,10.0
mileagecurve,how many miles does a pontiac g5 last?,3,0,0.0,40.0
mileagecurve,how many miles does a toyota sienna last,1,0,0.0,22.0
mileagecurve,how many miles does acura last,1,0,0.0,45.0
mileagecurve,how many miles is a 2017 kia sportage good for?,6,0,0.0,29.3
mileagecurve,how many miles kia soul last,1,0,0.0,21.0
mileagecurve,how many miles should a 2015 prius last?,15,0,0.0,28.2
mileagecurve,how many miles should a 2019 subaru forester last?,1,0,0.0,21.0
mileagecurve,how many miles will a 1997 honda accord last?,2,0,0.0,37.0
mileagecurve,how many miles will a 1997 mercury grand marquis last?,1,0,0.0,14.0
mileagecurve,how many miles will a 2005 nissan murano last?,2,0,0.0,55.5
mileagecurve,how many miles will a 2008 jeep liberty last?,5,0,0.0,26.4
mileagecurve,how many miles will a 2009 acura last?,1,0,0.0,43.0
mileagecurve,how many miles will a 2010 focus last?,6,0,0.0,28.2
mileagecurve,how many miles will a 2014 jeep cherokee last?,4,0,0.0,23.2
mileagecurve,how many miles will a 2014 volvo xc90 last?,1,0,0.0,43.0
mileagecurve,how many miles will a 2018 ford taurus last?,1,0,0.0,37.0
mileagecurve,how many miles will a mercury grand marquis last?,2,0,0.0,21.0
mileagecurve,how many miles will a pontiac grand prix last?,1,0,0.0,36.0
mileagecurve,how reliable are dodge cars,1,0,0.0,53.0
mileagecurve,how reliable is a 2001 dodge caravan?,1,0,0.0,50.0
mileagecurve,hyundai reliability score,1,0,0.0,76.0
mileagecurve,infiniti mileage life,3,0,0.0,47.0
mileagecurve,infiniti reliability rating,2,0,0.0,77.5
mileagecurve,infiniti reliability ratings,2,0,0.0,61.0
mileagecurve,is acura reliable,1,0,0.0,62.0
mileagecurve,is cadillac reliable,1,0,0.0,51.0
mileagecurve,is dodge a reliable brand,1,0,0.0,65.0
mileagecurve,is the 1995 nissan maxima reliable?,7,0,0.0,26.3
mileagecurve,jeep cherokee mileage,1,0,0.0,57.0
mileagecurve,jeep liberty 2008 gas mileage,1,0,0.0,54.0
mileagecurve,jeep liberty 2008 problems,1,0,0.0,45.0
mileagecurve,kia reliability ratings,1,0,0.0,66.0
mileagecurve,kia reliability score,1,0,0.0,87.0
mileagecurve,kia sorento 2016 issues,2,0,0.0,66.5
mileagecurve,kia sorento 2016 mileage,2,0,0.0,60.0
mileagecurve,kia sorento mileage,1,0,0.0,88.0
mileagecurve,kia soul 2025 reliability,1,0,0.0,89.0
mileagecurve,kia soul average mileage life,1,0,0.0,40.0
mileagecurve,kia soul mileage,3,0,0.0,70.7
mileagecurve,kia soul mileage life,1,0,0.0,27.0
mileagecurve,kia soul miles,1,0,0.0,50.0
mileagecurve,kia sportage 2005 problems,1,0,0.0,64.0
mileagecurve,kia sportage high mileage,1,0,0.0,35.0
mileagecurve,kia sportage reliability by year,1,0,0.0,76.0
mileagecurve,mitsubishi car reliability,1,0,0.0,82.0
mileagecurve,mitsubishi mileage average lifetime,1,0,0.0,50.0
mileagecurve,mitsubishi reliability,5,0,0.0,72.0
mileagecurve,mitsubishi reliability ranking,1,0,0.0,73.0
mileagecurve,mitsubishi reliability rating,1,0,0.0,85.0
mileagecurve,mitsubishi reliability ratings,1,0,0.0,73.0
mileagecurve,mitsubishi vehicles reliability,1,0,0.0,66.0
mileagecurve,most reliable acura years,1,0,0.0,65.0
mileagecurve,nissan life expectancy,1,0,0.0,82.0
mileagecurve,nissan mileage,2,0,0.0,82.0
mileagecurve,nissan mileage life,2,0,0.0,61.0
mileagecurve,nissan murano 2007 reliability,1,0,0.0,55.0
mileagecurve,nissan murano mileage life,2,0,0.0,52.5
mileagecurve,pontiac g6 mileage,1,0,0.0,49.0
mileagecurve,pontiac g6 recalls,1,0,0.0,72.0
mileagecurve,pontiac mileage,1,0,0.0,34.0
mileagecurve,prius 2010 mileage,2,0,0.0,36.5
mileagecurve,problems with 2009 subaru forester,1,0,0.0,28.0
mileagecurve,problems with 2018 chevy equinox,2,0,0.0,50.0
mileagecurve,problems with 2024 chevy equinox,1,0,0.0,57.0
mileagecurve,reliability of acura,2,0,0.0,59.0
mileagecurve,reliability of cadillac,2,0,0.0,56.0
mileagecurve,reliability of mitsubishi,1,0,0.0,53.0
mileagecurve,reliable oldsmobile,1,0,0.0,35.0
mileagecurve,sportage 1995,1,0,0.0,65.0
mileagecurve,subaru forester 2009 problems,2,0,0.0,29.5
mileagecurve,subaru reliability by year,3,0,0.0,50.3
mileagecurve,toyota prius 2015 mileage,1,0,0.0,50.0
mileagecurve,toyota reliability statistics,1,0,0.0,77.0
mileagecurve,toyota sienna life expectancy,1,0,0.0,36.0
mileagecurve,toyota sienna problems by year,1,0,0.0,56.0
mileagecurve,volvo reliability,1,0,0.0,41.0
mileagecurve,what are common 2018 maxima problems?,1,0,0.0,62.0
mileagecurve,what are common problems with a 2009 subaru forester?,1,0,0.0,34.0
mileagecurve,what are common problems with the 2005 tacoma?,1,0,0.0,56.0
mileagecurve,what are the common problems with 2018 odysseys?,1,0,0.0,44.0
mileagecurve,what common problems did the 1998 cherokee have?,1,0,0.0,55.0
mileagecurve,what is the life expectancy of a 2025 kia soul?,4,0,0.0,39.0
mileagecurve,what is the problem with the 2001 chrysler town and country?,2,0,0.0,57.0
mileagecurve,what is the reliability track record of hyundai vehicles over the past decade?,8,0,0.0,84.9
mileagecurve,what is the resale value of a '95 maxima?,1,0,0.0,61.0
mileagecurve,what issues does the 2024 toyota camry have?,1,0,0.0,67.0
mileagecurve,what problems did the 2002 caravan have?,2,0,0.0,51.5
mileagecurve,what's the average lifespan of a 2009 tundra?,4,0,0.0,24.8
mileagecurve,worst years for nissan murano,1,0,0.0,60.0
